LLM,False Positives,False Negatives,Incorrect Extractions,Correct Matches,Precision,Recall,F1score,Accuracy,Source,Hospital,Prompt
gemma327b,16.0,45.0,2.0,18.0,50.0,28.57142857142857,36.36363636363636,27.692307692307693,ollama,hospital1,Normal
gemma327b,20.0,59.0,0.0,6.0,23.076923076923077,9.230769230769232,13.186813186813188,9.230769230769232,ollama,hospital2,Normal
llama3.170b,17.0,58.0,2.0,5.0,20.833333333333336,7.936507936507936,11.494252873563218,7.6923076923076925,ollama,hospital2,Normal
llama3.170b,4.0,10.0,1.0,54.0,91.52542372881356,84.375,87.8048780487805,83.07692307692308,ollama,hospital1,LTNER/GPT-NER
gemma327b,16.0,45.0,2.0,18.0,50.0,28.57142857142857,36.36363636363636,27.692307692307693,ollama,hospital1,LTNER/GPT-NER
gemma327b,20.0,59.0,0.0,6.0,23.076923076923077,9.230769230769232,13.186813186813188,9.230769230769232,ollama,hospital2,LTNER/GPT-NER
llama3.170b,17.0,58.0,2.0,5.0,20.833333333333336,7.936507936507936,11.494252873563218,7.6923076923076925,ollama,hospital2,LTNER/GPT-NER
gemma327b*ImageInput*,5.0,11.0,1.0,53.0,89.83050847457628,82.8125,86.17886178861788,81.53846153846153,ollama_vision,hospital1,Normal
mistral(24b)*ImageInput*,6.0,48.0,9.0,8.0,34.78260869565217,14.285714285714285,20.253164556962023,12.307692307692308,ollama_vision,hospital1,Normal
gemma327b*ImageInput*,2.0,10.0,11.0,44.0,77.19298245614034,81.48148148148148,79.27927927927927,67.6923076923077,ollama_vision,hospital2,Normal
mistral(24b)*ImageInput*,0.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,Normal
gemma327b*ImageInput*,3.0,46.0,11.0,8.0,36.36363636363637,14.814814814814811,21.052631578947366,12.307692307692308,ollama_vision,hospital1,LTNER/GPT-NER
mistral(24b)*ImageInput*,7.0,60.0,2.0,3.0,25.0,4.761904761904762,8.0,4.615384615384616,ollama_vision,hospital1,LTNER/GPT-NER
gemma327b*ImageInput*,8.0,39.0,22.0,4.0,11.76470588235294,9.30232558139535,10.38961038961039,6.153846153846154,ollama_vision,hospital2,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,61.0,4.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini,6.0,9.0,1.0,55.0,88.70967741935483,85.9375,87.3015873015873,84.61538461538461,openai,hospital1,Normal
gpt-4.1-mini,0.0,4.0,5.0,56.0,91.8032786885246,93.33333333333331,92.5619834710744,86.15384615384616,openai,hospital2,Normal
gpt-4.1-mini,5.0,7.0,1.0,57.0,90.47619047619048,89.0625,89.76377952755905,87.6923076923077,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,0.0,0.0,1.0,64.0,98.46153846153848,100.0,99.2248062015504,98.46153846153848,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,56.0,0.0,9.0,100.0,13.846153846153848,24.32432432432433,13.846153846153848,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,2.0,33.0,23.0,9.0,26.47058823529412,21.428571428571427,23.684210526315788,13.846153846153848,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,48.0,16.0,1.0,2.941176470588235,2.0408163265306123,2.4096385542168672,1.5384615384615383,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,8.0,39.0,23.0,3.0,8.823529411764707,7.142857142857142,7.894736842105264,4.615384615384616,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,7.0,36.0,4.0,14.0,56.00000000000001,28.000000000000004,37.333333333333336,25.925925925925924,huggingface,hospital1,
NuExtract:4B,1.0,28.0,9.0,17.0,62.96296296296296,37.77777777777778,47.22222222222223,31.48148148148148,huggingface,hospital2,
GliNER,12.439880952380951,51.43988095238095,0.0,2.560119047619047,17.067460317460316,4.740961199294532,7.420634920634921,4.740961199294532,gliner,hospital1,
GliNER,12.871031746031749,50.87103174603175,0.0,3.128968253968254,19.55605158730159,5.794385655496766,8.939909297052154,5.794385655496766,gliner,hospital2,
gpt-4.1-mini,5.0,6.0,2.0,46.0,86.79245283018868,88.46153846153845,87.61904761904762,85.18518518518519,openai,hospital1,Normal
gpt-4.1-mini,1.0,4.0,8.0,42.0,82.35294117647058,91.30434782608695,86.59793814432989,77.77777777777779,openai,hospital2,Normal
gpt-4.1-mini,5.0,6.0,1.0,47.0,88.67924528301887,88.67924528301887,88.67924528301887,87.03703703703704,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,1.0,2.0,4.0,48.0,90.56603773584906,96.0,93.20388349514562,88.88888888888889,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,45.0,0.0,9.0,100.0,16.666666666666664,28.57142857142857,16.666666666666664,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,37.0,14.0,3.0,8.823529411764707,7.5,8.108108108108109,5.555555555555555,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,8.0,28.0,21.0,5.0,14.705882352941178,15.151515151515152,14.92537313432836,9.25925925925926,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,7.0,35.0,3.0,14.0,58.333333333333336,28.57142857142857,38.35616438356164,26.923076923076923,huggingface,hospital1,
NuExtract:4B,1.0,29.0,4.0,19.0,79.16666666666666,39.58333333333333,52.77777777777777,36.53846153846153,huggingface,hospital2,
GliNER,13.15448717948718,50.15448717948718,0.0,1.8455128205128208,12.303418803418804,3.549063116370809,5.508993494068122,3.549063116370809,gliner,hospital1,
GliNER,12.087812911725957,48.087812911725955,0.0,3.9121870882740457,24.45116930171278,7.523436708219318,11.50643261257072,7.523436708219318,gliner,hospital2,
llama3.170b,4.0,6.0,1.0,45.0,90.0,88.23529411764706,89.1089108910891,86.53846153846155,ollama,hospital1,Normal
gemma327b,8.0,17.0,3.0,32.0,74.4186046511628,65.3061224489796,69.56521739130434,61.53846153846154,ollama,hospital1,Normal
gemma327b,10.0,36.0,0.0,16.0,61.53846153846154,30.76923076923077,41.02564102564103,30.76923076923077,ollama,hospital2,Normal
mistral(24b),1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital2,Normal
llama3.170b,0.0,0.0,1.0,51.0,98.07692307692308,100.0,99.02912621359224,98.07692307692308,ollama,hospital2,Normal
llama3.170b,4.0,6.0,1.0,45.0,90.0,88.23529411764706,89.1089108910891,86.53846153846155,ollama,hospital1,LTNER/GPT-NER
gemma327b,8.0,17.0,3.0,32.0,74.4186046511628,65.3061224489796,69.56521739130434,61.53846153846154,ollama,hospital1,LTNER/GPT-NER
gemma327b,10.0,36.0,0.0,16.0,61.53846153846154,30.76923076923077,41.02564102564103,30.76923076923077,ollama,hospital2,LTNER/GPT-NER
mistral(24b),1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,ollama,hospital2,LTNER/GPT-NER
llama3.170b,0.0,0.0,1.0,51.0,98.07692307692308,100.0,99.02912621359224,98.07692307692308,ollama,hospital2,LTNER/GPT-NER
gemma327b*ImageInput*,3.0,8.0,0.0,44.0,93.61702127659576,84.61538461538461,88.88888888888889,84.61538461538461,ollama_vision,hospital1,Normal
mistral(24b)*ImageInput*,3.0,38.0,6.0,8.0,47.05882352941176,17.391304347826086,25.396825396825395,15.384615384615383,ollama_vision,hospital1,Normal
gemma327b*ImageInput*,0.0,4.0,12.0,36.0,75.0,90.0,81.81818181818181,69.23076923076923,ollama_vision,hospital2,Normal
mistral(24b)*ImageInput*,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,Normal
gemma327b*ImageInput*,8.0,33.0,8.0,11.0,40.74074074074074,25.0,30.985915492957748,21.153846153846153,ollama_vision,hospital1,LTNER/GPT-NER
mistral(24b)*ImageInput*,1.0,45.0,2.0,5.0,62.5,10.0,17.24137931034483,9.615384615384617,ollama_vision,hospital1,LTNER/GPT-NER
gemma327b*ImageInput*,1.0,38.0,12.0,2.0,13.333333333333334,5.0,7.272727272727272,3.8461538461538463,ollama_vision,hospital2,LTNER/GPT-NER
mistral(24b)*ImageInput*,0.0,49.0,3.0,0.0,0.0,0.0,0.0,0.0,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini,9.0,14.0,0.0,38.0,80.85106382978722,73.07692307692307,76.76767676767676,73.07692307692307,openai,hospital1,Normal
gpt-4.1-mini,2.0,6.0,4.0,42.0,87.5,87.5,87.5,80.76923076923077,openai,hospital2,Normal
gpt-4.1-mini,6.0,8.0,1.0,43.0,86.0,84.31372549019608,85.14851485148515,82.6923076923077,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,0.0,0.0,2.0,50.0,96.15384615384616,100.0,98.0392156862745,96.15384615384616,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,43.0,0.0,9.0,100.0,17.307692307692307,29.50819672131147,17.307692307692307,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,35.0,15.0,2.0,5.88235294117647,5.405405405405405,5.633802816901409,3.8461538461538463,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,8.0,26.0,23.0,3.0,8.823529411764707,10.344827586206897,9.523809523809524,5.769230769230769,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,7.0,35.0,4.0,13.0,54.166666666666664,27.083333333333332,36.11111111111111,25.0,huggingface,hospital1,
NuExtract:4B,1.0,29.0,6.0,17.0,70.83333333333334,36.95652173913043,48.57142857142857,32.69230769230769,huggingface,hospital2,
GliNER,11.9978554054641,49.9978554054641,0.0,2.0021445945358987,14.301032818113562,3.85027806641519,6.067104831926966,3.85027806641519,gliner,hospital1,
GliNER,12.9961482961483,48.9961482961483,0.0,3.0038517038517023,18.77407314907314,5.776637892022504,8.834857952505006,5.776637892022504,gliner,hospital2,
gpt-4.1-mini,10.0,16.0,0.0,36.0,78.26086956521739,69.23076923076923,73.46938775510205,69.23076923076923,openai,hospital1,Normal
gpt-4.1-mini,6.0,15.0,3.0,34.0,79.06976744186046,69.38775510204081,73.91304347826086,65.38461538461539,openai,hospital2,Normal
gpt-4.1-mini,8.0,12.0,0.0,40.0,83.33333333333334,76.92307692307693,80.00000000000001,76.92307692307693,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,3.0,6.0,2.0,44.0,89.79591836734694,88.0,88.8888888888889,84.61538461538461,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,2.0,46.0,3.0,3.0,37.5,6.122448979591836,10.526315789473683,5.769230769230769,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,35.0,13.0,4.0,11.76470588235294,10.256410256410255,10.95890410958904,7.6923076923076925,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,8.0,26.0,20.0,6.0,17.647058823529413,18.75,18.181818181818183,11.538461538461538,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:4B,7.0,36.0,2.0,14.0,60.86956521739131,28.000000000000004,38.35616438356165,26.923076923076923,huggingface,hospital1,
NuExtract:4B,1.0,30.0,4.0,18.0,78.26086956521739,37.5,50.70422535211267,34.61538461538461,huggingface,hospital2,
GliNER,11.676357139592431,49.67635713959243,0.0,2.323642860407566,16.597449002911187,4.468543962322243,7.041342001235049,4.468543962322243,gliner,hospital1,
GliNER,13.2224225050312,49.2224225050312,0.0,2.7775774949688,17.359859343555,5.3414951826323085,8.169345573437647,5.3414951826323085,gliner,hospital2,
gpt-4.1-mini,6.0,8.0,1.0,43.0,86.0,84.31372549019608,85.14851485148515,82.6923076923077,openai,hospital1,Normal
gpt-4.1-mini,0.0,2.0,3.0,47.0,94.0,95.91836734693877,94.94949494949496,90.3846153846154,openai,hospital2,Normal
gpt-4.1-mini,5.0,6.0,0.0,46.0,90.19607843137256,88.46153846153845,89.32038834951456,88.46153846153845,openai,hospital1,LTNER/GPT-NER
gpt-4.1-mini,0.0,0.0,1.0,51.0,98.07692307692308,100.0,99.02912621359224,98.07692307692308,openai,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,0.0,43.0,0.0,9.0,100.0,17.307692307692307,29.50819672131147,17.307692307692307,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,1.0,27.0,21.0,4.0,15.384615384615383,12.903225806451612,14.035087719298245,7.6923076923076925,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,17.0,35.0,14.0,3.0,8.823529411764707,7.894736842105263,8.333333333333332,5.769230769230769,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,8.0,26.0,23.0,3.0,8.823529411764707,10.344827586206897,9.523809523809524,5.769230769230769,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:0.5B,7,12,10,42.0,71.1864406779661,77.77777777777779,74.33628318584071,59.154929577464785,huggingface,hospital1, None
NuExtract:2B,8,7,13,43.0,67.1875,86.0,75.43859649122807,60.56338028169014,huggingface,hospital1, None
NuExtract:4B,7,8,12,44.0,69.84126984126983,84.61538461538461,76.52173913043478,61.97183098591549,huggingface,hospital1, None
NuExtract:0.5B,1,14,11,45.0,78.94736842105263,76.27118644067797,77.58620689655173,63.38028169014085,huggingface,hospital2, None
NuExtract:2B,1,18,10,42.0,79.24528301886792,70.0,74.33628318584071,59.154929577464785,huggingface,hospital2, None
NuExtract:4B,1,8,9,53.0,84.12698412698413,86.88524590163934,85.48387096774194,74.64788732394366,huggingface,hospital2, None
GLiNER,0,50,0,6.0,40.0,8.450704225352112,13.953488372093023,8.450704225352112,GLiNER,hospital1,
GLiNER,0,39,0,8.0,47.05882352941176,11.267605633802818,18.181818181818183,11.267605633802818,GLiNER,hospital2,
llama3.23b,6,21,14,30.0,60.0,58.82352941176471,59.4059405940594,42.25352112676056,ollama,hospital1,Normal
qwen2.5vl3b,0,15,0,56.0,100.0,78.87323943661971,88.18897637795276,78.87323943661971,ollama,hospital1,Normal
qwen34b,3,15,0,53.0,94.64285714285714,77.94117647058823,85.48387096774194,74.64788732394366,ollama,hospital1,Normal
granite3.2,8,24,6,33.0,70.2127659574468,57.89473684210527,63.46153846153847,46.478873239436616,ollama,hospital1,Normal
gemma31b-it-qat,10,28,1,32.0,74.4186046511628,53.333333333333336,62.13592233009709,45.07042253521127,ollama,hospital1,Normal
gemma34b,9,21,2,39.0,78.0,65.0,70.9090909090909,54.929577464788736,ollama,hospital1,Normal
llama3.21b,3,18,17,33.0,62.264150943396224,64.70588235294117,63.46153846153847,46.478873239436616,ollama,hospital1,Normal
gemma34b,16,16,7,32.0,58.18181818181818,66.66666666666666,62.13592233009708,45.07042253521127,ollama,hospital2,Normal
granite3.2,4,25,20,22.0,47.82608695652174,46.808510638297875,47.311827956989255,30.985915492957744,ollama,hospital2,Normal
qwen34b,3,15,0,53.0,94.64285714285714,77.94117647058823,85.48387096774194,74.64788732394366,ollama,hospital2,Normal
llama3.21b,0,7,8,56.0,87.5,88.88888888888889,88.18897637795276,78.87323943661971,ollama,hospital2,Normal
llama3.23b,2,21,3,45.0,90.0,68.18181818181817,77.5862068965517,63.38028169014085,ollama,hospital2,Normal
qwen2.5vl3b,2,27,3,39.0,88.63636363636364,59.09090909090909,70.9090909090909,54.929577464788736,ollama,hospital2,Normal
gemma31b-it-qat,2,24,0,45.0,95.74468085106383,65.21739130434783,77.58620689655173,63.38028169014085,ollama,hospital2,Normal
llama3.23b,18,12,1,40.0,67.79661016949152,76.92307692307693,72.07207207207206,56.33802816901409,ollama,hospital1,LTNER/GPT-NER
qwen2.5vl3b,0,15,0,56.0,100.0,78.87323943661971,88.18897637795276,78.87323943661971,ollama,hospital1,LTNER/GPT-NER
qwen34b,7,26,2,36.0,80.0,58.06451612903226,67.28971962616824,50.70422535211267,ollama,hospital1,LTNER/GPT-NER
granite3.2,1,15,0,55.0,98.21428571428572,78.57142857142857,87.30158730158729,77.46478873239437,ollama,hospital1,LTNER/GPT-NER
gemma31b-it-qat,3,28,3,37.0,86.04651162790698,56.92307692307692,68.51851851851852,52.112676056338024,ollama,hospital1,LTNER/GPT-NER
gemma34b,3,15,0,53.0,94.64285714285714,77.94117647058823,85.48387096774194,74.64788732394366,ollama,hospital1,LTNER/GPT-NER
llama3.21b,0,11,3,57.0,95.0,83.82352941176471,89.06250000000001,80.28169014084507,ollama,hospital1,LTNER/GPT-NER
gemma34b,1,10,5,55.0,90.1639344262295,84.61538461538461,87.30158730158729,77.46478873239437,ollama,hospital2,LTNER/GPT-NER
granite3.2,1,30,12,28.0,68.29268292682927,48.27586206896552,56.56565656565657,39.436619718309856,ollama,hospital2,LTNER/GPT-NER
qwen34b,2,15,0,54.0,96.42857142857144,78.26086956521739,86.4,76.05633802816901,ollama,hospital2,LTNER/GPT-NER
llama3.21b,5,15,0,51.0,91.07142857142856,77.27272727272727,83.60655737704917,71.83098591549296,ollama,hospital2,LTNER/GPT-NER
llama3.23b,0,15,0,56.0,100.0,78.87323943661971,88.18897637795276,78.87323943661971,ollama,hospital2,LTNER/GPT-NER
qwen2.5vl3b,6,26,1,38.0,84.44444444444444,59.375,69.72477064220183,53.52112676056338,ollama,hospital2,LTNER/GPT-NER
gemma31b-it-qat,0,7,8,56.0,87.5,88.88888888888889,88.18897637795276,78.87323943661971,ollama,hospital2,LTNER/GPT-NER
qwen2.5vl3b*ImageInput*,15,23,2,31.0,64.58333333333334,57.407407407407405,60.78431372549019,43.66197183098591,ollama_vision,hospital1,Normal
granite3.2*ImageInput*,3,11,0,57.0,95.0,83.82352941176471,89.06250000000001,80.28169014084507,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,9,22,4,36.0,73.46938775510205,62.06896551724138,67.28971962616822,50.70422535211267,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,2,36,0,33.0,94.28571428571428,47.82608695652174,63.46153846153845,46.478873239436616,ollama_vision,hospital2,Normal
granite3.2*ImageInput*,0,15,0,56.0,100.0,78.87323943661971,88.18897637795276,78.87323943661971,ollama_vision,hospital2,Normal
qwen2.5vl3b*ImageInput*,1,23,17,30.0,62.5,56.60377358490566,59.4059405940594,42.25352112676056,ollama_vision,hospital2,Normal
qwen2.5vl3b*ImageInput*,8,26,8,29.0,64.44444444444444,52.72727272727272,57.99999999999999,40.845070422535215,ollama_vision,hospital1,LTNER/GPT-NER
granite3.2*ImageInput*,0,15,0,56.0,100.0,78.87323943661971,88.18897637795276,78.87323943661971,ollama_vision,hospital1,LTNER/GPT-NER
gemma34b*ImageInput*,15,29,6,21.0,50.0,42.0,45.65217391304348,29.577464788732392,ollama_vision,hospital1,LTNER/GPT-NER
gemma34b*ImageInput*,1,34,6,30.0,81.08108108108108,46.875,59.40594059405941,42.25352112676056,ollama_vision,hospital2,LTNER/GPT-NER
granite3.2*ImageInput*,0,15,0,56.0,100.0,78.87323943661971,88.18897637795276,78.87323943661971,ollama_vision,hospital2,LTNER/GPT-NER
qwen2.5vl3b*ImageInput*,8,32,6,25.0,64.1025641025641,43.859649122807014,52.08333333333333,35.2112676056338,ollama_vision,hospital2,LTNER/GPT-NER
gpt-4.1-nano,8,22,0,41.0,83.6734693877551,65.07936507936508,73.21428571428571,57.74647887323944,openai,hospital1,Normal
gpt-4.1,10,9,2,50.0,80.64516129032258,84.7457627118644,82.64462809917354,70.4225352112676,openai,hospital1,Normal
gpt-4.1-mini,12,9,2,48.0,77.41935483870968,84.21052631578947,80.67226890756302,67.6056338028169,openai,hospital1,Normal
gpt-4.1,16,8,4,43.0,68.25396825396825,84.31372549019608,75.43859649122807,60.56338028169014,openai,hospital2,Normal
gpt-4.1-mini,16,7,4,44.0,68.75,86.27450980392157,76.52173913043478,61.97183098591549,openai,hospital2,Normal
gpt-4.1-nano,2,25,5,39.0,84.78260869565217,60.9375,70.90909090909089,54.929577464788736,openai,hospital2,Normal
gpt-4.1-mini,1,15,0,55.0,98.21428571428572,78.57142857142857,87.30158730158729,77.46478873239437,openai,hospital2,LTNER/GPT-NER
gpt-4.1-nano,1,15,0,55.0,98.21428571428572,78.57142857142857,87.30158730158729,77.46478873239437,openai,hospital2,LTNER/GPT-NER
gpt-4.1-nano*ImageInput*,0,16,18,37.0,67.27272727272727,69.81132075471697,68.51851851851852,52.112676056338024,openai_vision,hospital1,Normal
gpt-4.1*ImageInput*,0,16,18,37.0,67.27272727272727,69.81132075471697,68.51851851851852,52.112676056338024,openai_vision,hospital1,Normal
gpt-4.1-mini*ImageInput*,0,16,18,37.0,67.27272727272727,69.81132075471697,68.51851851851852,52.112676056338024,openai_vision,hospital1,Normal
gpt-4.1*ImageInput*,2,34,4,31.0,83.78378378378379,47.69230769230769,60.7843137254902,43.66197183098591,openai_vision,hospital2,Normal
gpt-4.1-mini*ImageInput*,0,20,7,44.0,86.27450980392157,68.75,76.52173913043478,61.97183098591549,openai_vision,hospital2,Normal
gpt-4.1-nano*ImageInput*,0,16,27,28.0,50.90909090909091,63.63636363636363,56.56565656565657,39.436619718309856,openai_vision,hospital2,Normal
gpt-4.1-nano*ImageInput*,1,15,0,55.0,98.21428571428572,78.57142857142857,87.30158730158729,77.46478873239437,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1*ImageInput*,1,15,0,55.0,98.21428571428572,78.57142857142857,87.30158730158729,77.46478873239437,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,1,15,0,55.0,98.21428571428572,78.57142857142857,87.30158730158729,77.46478873239437,openai_vision,hospital1,LTNER/GPT-NER
gpt-4.1*ImageInput*,1,15,0,55.0,98.21428571428572,78.57142857142857,87.30158730158729,77.46478873239437,openai_vision,hospital2,LTNER/GPT-NER
gpt-4.1-mini*ImageInput*,1,15,0,55.0,98.21428571428572,78.57142857142857,87.30158730158729,77.46478873239437,openai_vision,hospital2,LTNER/GPT-NER
gpt-4.1-nano*ImageInput*,1,15,0,55.0,98.21428571428572,78.57142857142857,87.30158730158729,77.46478873239437,openai_vision,hospital2,LTNER/GPT-NER
NuExtract:0.5B,7,12,9,24.0,60.0,66.66666666666666,63.1578947368421,46.15384615384615,huggingface,hospital1, None
NuExtract:2B,7,4,8,33.0,68.75,89.1891891891892,77.6470588235294,63.46153846153846,huggingface,hospital1, None
NuExtract:4B,7,4,8,33.0,68.75,89.1891891891892,77.6470588235294,63.46153846153846,huggingface,hospital1, None
NuExtract:4B,1,7,8,36.0,80.0,83.72093023255815,81.81818181818183,69.23076923076923,huggingface,hospital2, None
NuExtract:0.5B,1,18,9,24.0,70.58823529411765,57.14285714285714,63.15789473684211,46.15384615384615,huggingface,hospital2, None
NuExtract:2B,1,4,6,41.0,85.41666666666666,91.11111111111111,88.17204301075269,78.84615384615384,huggingface,hospital2, None
GLiNER,2,40,0,3.0,21.428571428571427,5.769230769230769,9.09090909090909,5.769230769230769,GLiNER,hospital1,
GLiNER,0,29,0,5.75,38.333333333333336,11.057692307692308,17.16417910447761,11.057692307692308,GLiNER,hospital2,
llama3.23b,17,12,0,23.0,57.49999999999999,65.71428571428571,61.33333333333333,44.230769230769226,ollama,hospital1,Normal
qwen2.5vl3b,0,15,0,37.0,100.0,71.15384615384616,83.14606741573034,71.15384615384616,ollama,hospital1,Normal
qwen34b,11,10,4,27.0,64.28571428571429,72.97297297297297,68.35443037974684,51.92307692307693,ollama,hospital1,Normal
granite3.2,6,18,5,23.0,67.64705882352942,56.09756097560976,61.33333333333334,44.230769230769226,ollama,hospital1,Normal
gemma34b,7,16,2,27.0,75.0,62.7906976744186,68.35443037974683,51.92307692307693,ollama,hospital1,Normal
llama3.21b,2,13,17,20.0,51.28205128205128,60.60606060606061,55.55555555555556,38.46153846153847,ollama,hospital1,Normal
gemma3ne4b,7,15,3,27.0,72.97297297297297,64.28571428571429,68.35443037974684,51.92307692307693,ollama,hospital1,Normal
gemma34b,1,19,2,30.0,90.9090909090909,61.224489795918366,73.17073170731706,57.692307692307686,ollama,hospital2,Normal
gemma3ne4b,1,20,0,31.0,96.875,60.78431372549019,74.6987951807229,59.61538461538461,ollama,hospital2,Normal
granite3.2,1,19,16,16.0,48.48484848484848,45.714285714285715,47.05882352941177,30.76923076923077,ollama,hospital2,Normal
qwen34b,13,12,1,26.0,65.0,68.42105263157895,66.66666666666666,50.0,ollama,hospital2,Normal
llama3.21b,2,14,25,11.0,28.947368421052634,44.0,34.920634920634924,21.153846153846153,ollama,hospital2,Normal
llama3.23b,1,4,18,29.0,60.416666666666664,87.87878787878788,71.60493827160494,55.769230769230774,ollama,hospital2,Normal
qwen2.5vl3b,1,21,2,28.0,90.32258064516128,57.14285714285714,69.99999999999999,53.84615384615385,ollama,hospital2,Normal
llama3.23b,20,12,5,15.0,37.5,55.55555555555556,44.776119402985074,28.846153846153843,ollama,hospital1,LTNER/GPT-NER
qwen2.5vl3b,3,10,15,24.0,57.14285714285714,70.58823529411765,63.15789473684211,46.15384615384615,ollama,hospital1,LTNER/GPT-NER
qwen34b,4,1,17,30.0,58.82352941176471,96.7741935483871,73.17073170731706,57.692307692307686,ollama,hospital1,LTNER/GPT-NER
granite3.2,4,10,14,24.0,57.14285714285714,70.58823529411765,63.15789473684211,46.15384615384615,ollama,hospital1,LTNER/GPT-NER
gemma34b,1,15,0,36.0,97.2972972972973,70.58823529411765,81.81818181818183,69.23076923076923,ollama,hospital1,LTNER/GPT-NER
llama3.21b,1,13,17,21.0,53.84615384615385,61.76470588235294,57.53424657534246,40.38461538461539,ollama,hospital1,LTNER/GPT-NER
gemma3ne4b,1,15,0,36.0,97.2972972972973,70.58823529411765,81.81818181818183,69.23076923076923,ollama,hospital1,LTNER/GPT-NER
gemma34b,9,14,4,25.0,65.78947368421053,64.1025641025641,64.93506493506494,48.07692307692308,ollama,hospital2,LTNER/GPT-NER
gemma3ne4b,11,23,1,17.0,58.620689655172406,42.5,49.27536231884058,32.69230769230769,ollama,hospital2,LTNER/GPT-NER
granite3.2,1,15,0,36.0,97.2972972972973,70.58823529411765,81.81818181818183,69.23076923076923,ollama,hospital2,LTNER/GPT-NER
qwen34b,12,15,13,12.0,32.432432432432435,44.44444444444444,37.50000000000001,23.076923076923077,ollama,hospital2,LTNER/GPT-NER
llama3.21b,1,13,26,12.0,30.76923076923077,48.0,37.5,23.076923076923077,ollama,hospital2,LTNER/GPT-NER
llama3.23b,8,23,1,20.0,68.96551724137932,46.51162790697674,55.55555555555556,38.46153846153847,ollama,hospital2,LTNER/GPT-NER
qwen2.5vl3b,1,15,0,36.0,97.2972972972973,70.58823529411765,81.81818181818183,69.23076923076923,ollama,hospital2,LTNER/GPT-NER
qwen2.5vl3b*ImageInput*,6,17,4,25.0,71.42857142857143,59.523809523809526,64.93506493506493,48.07692307692308,ollama_vision,hospital1,Normal
granite3.2*ImageInput*,6,18,11,17.0,50.0,48.57142857142857,49.27536231884058,32.69230769230769,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,5,18,5,24.0,70.58823529411765,57.14285714285714,63.15789473684211,46.15384615384615,ollama_vision,hospital1,Normal
gemma34b*ImageInput*,1,20,4,27.0,84.375,57.446808510638306,68.35443037974683,51.92307692307693,ollama_vision,hospital2,Normal
granite3.2*ImageInput*,0,13,0,39.0,100.0,75.0,85.71428571428571,75.0,ollama_vision,hospital2,Normal
